,0,1,2,3,4,5,6,7,8
0,title,posted date,location,price,description,Address:,Beds:,Baths:,Size:
1,Luxury Apartment - Colombo 6,13 Jul  1:36 pm,"Colombo 6, Colombo","20,700,000","OWN YOUR OWN HOME AT PEACEFUL LIVING HEART OF WELLAWATTA, BOOKING OPEN !!!!!!!!!!!!!!!!!! HURRY UP FOR YOUR BOOKING,SPECIAL DISCOUNT AVAILABLE ,,,,,,,,24 HRS SECURITY, FULLY LUXURY TYPE GYM, ROOFTOP, GENERATOR, FULLY LUXURY TYPE OF APARTMENT, INSTALLMENT PAYMENT METHOD, VISITORS LOBBY, TWO LIFT, CAR PARK,,,,,,, 2021 COMPLETION AND MORE,,,,,,,,,","WELLAWATTA , COLOMBO 6",2,2,900 sqft
2,"['Luxury Apartment - Colombo 6', '13 Jul  1:36 pm', 'Colombo 6, Colombo', '20,700,000', 'OWN YOUR OWN HOME AT PEACEFUL LIVING HEART OF WELLAWATTA, BOOKING OPEN !!!!!!!!!!!!!!!!!! HURRY UP FOR YOUR BOOKING,SPECIAL DISCOUNT AVAILABLE ,,,,,,,,24 HRS SECURITY, FULLY LUXURY TYPE GYM, ROOFTOP, GENERATOR, FULLY LUXURY TYPE OF APARTMENT, INSTALLMENT PAYMENT METHOD, VISITORS LOBBY, TWO LIFT, CAR PARK,,,,,,, 2021 COMPLETION AND MORE,,,,,,,,,', 'WELLAWATTA , COLOMBO 6', '2', '2', '900 sqft']","['title', 'posted date', 'location', 'price', 'description', 'Address:', 'Beds:', 'Baths:', 'Size:']",,,,,,,
3,Apartment For Sale in Wellawatte Colombo.06,22 Jul  3:47 pm,"Colombo 6, Colombo","19,500,000","NEW AND NEW BRAND NEW Luxury Modern Apartment For sale in 47th Lane Wellawatte Colombo.06 & Fully Tiled,Carparkings, 2 Bedroom,2 Barthroom,Living Room,Pantry Kichen & Servant Toilet,Living Room & Airconditioning & 24 Hours Security Services & Lift Service & Very Close to Galle Road & Wellawatte Beach,Masjid,Foot City,Shopping Mall,School Hospital,Marine Drive,Public transport & Public Super Market # Colombo City & etc...",Wellawatte 47th Lane Colombo.06,2,2,950 sqft
4,Luxury Apartments for Sale in Colombo 6,25 Jul  1:31 pm,"Colombo 6, Colombo","31,500,000",Floor No - 3rd Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06./SL",3,2,"1,245 sqft"
5,Luxury Apartment for Sale in Col 6,25 Jul  1:30 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06..",3,2,"1,245 sqft"
6,Colombo 6 Luxury Apartments with The Rooftop Pool,25 Jul  1:28 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•	•	The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06...",3,2,"1,245 sqft"
7,Luxury Apartments - Colombo 6,25 Jul  1:28 pm,"Colombo 6, Colombo","30,900,000",Floor No - 4th Floor.Unit No  - C•The rooftop pool was just an added bonus,"32.Vivekananda Road, Col,06..",3,2,"1,245 sqft"
8,Colombo 6 Apartments,25 Jul  1:25 pm,"Colombo 6, Colombo","31,900,000","Floor No - 2nd Floor.Unit No  - D•	'Vesta Homes', is a large luxurious beachfront apartments with spectacular sea views.","32.Vivekananda Road, Col,06",3,2,"1,315 sqft"
9,Brand New Apt sale- Col.6 Only 1 unit- Hurry Up,25 Jul 12:04 pm,"Colombo 6, Colombo","31,900,000",Construction completed and ready for occupation.,"No/ 36.IBC Rd, Colombo 06",3,2,"1,330 sqft"
10,Col 6 3 BR Superior Apartment,25 Jul 11:42 am,"Colombo 6, Colombo","30,900,000","No.32, Vivekananda Road, Colombo.06 is constructed with 8 Residential Floors, comprising 32 units and with 02 levels Carparks","32/,Vivekananda Rd,Colombo 6.",3,2,"1,245 sqft"
11,Col 6 3 Br 2nd Floor Superior Apartment.,25 Jul 11:40 am,"Colombo 6, Colombo","31,900,000","No.32, Vivekananda Road, Colombo.06 is constructed with 8 Residential Floors, comprising 32 units and with 02 levels Carparks","*32/,Vivekananda Rd,Col 6.Sri Lanka",3,2,"1,315 sqft"
12,Col 6 - 3 BR 5th Floor Apartment.,25 Jul 11:29 am,"Colombo 6, Colombo","32,500,000","A Testament to modern living, designed with convenience in mind, the seven stories Vesta Residencies architect ed with 20 spacious apartments along with two stories of car park allocated to benefit every home to have a parking slot.Construction completed and ready for occupation.","36),I.B.C,R'd,Colombo 06",3,2,"1,330 sqft"
13,Col 6 - 3 BR 2nd Floor Apartment,25 Jul 11:26 am,"Colombo 6, Colombo","31,900,000",Vesta ResidenciesConstruction completed and ready for occupation.,"36),I.B.C,R'd,Colombo 06",3,2,"1,330 sqft"
14,Col 6 - Residencies 3BR Apartment.,25 Jul 11:24 am,"Colombo 6, Colombo","33,900,000",Vesta ResidenciesConstruction completed and ready for occupation.,"36),IBC,Road,Colombo 06",3,2,"1,425 sqft"
15,Colombo 6 - 3 BR Luxury Apartment for Sale,24 Jul  3:35 pm,"Colombo 6, Colombo","31,900,000","👉 3 bedrooms.👉 2 bathrooms.👉 Kitchen with pantry.👉 Balcony.👉 Wonderful lightning.👉 nice ventilation.👉 Ground and first floor car parking with vehicle lift facility.👉 24 hours security.*This is a modern luxury apartment in Colombo 06.* This is Type D apartment it's biggest in all others* Apartment near to the Wellawatta Beach ,Most Famous Schools, Restaurants, Hospitals Hotels, ect* Master Bed rooms are full A/C*All leading banks within a few kilometer radius* Very close proximity to railway stationsWe have plenty of properties in our database that you could be interested. Please do let us know your requirements.✴️easy bank loan facility.✴️UDA and all other obligatory approvals are ready.✴️Hurry up for booking","32),Vivekananda R'd,Colombo 06.",3,2,"1,315 sqft"
