,0,1,2,3,4,5,6,7,8
10,Apartment for Rent in Mount Lavinia,20 Jul  6:05 pm,"Mount Lavinia, Colombo","90,000","*** NO BROKERS*** Brand new Furnished Apartment For Rent in Mount Lavinia*** Two Air-conditions*** 2 Bed Rooms.*** 2 Bath Rooms.*** 10m from Galle road ( walking distance )*** 24 hours Security service*** One Vehicle parking*** Nearby Supermarkets, Resturants, Schools, etc...*** Prefer for Maldivians and locals*** 3 months refundable deposit",Mountlavinia,2,2,950 sqft
11,Brand New Apartment for Rent - in Col.6,20 Jul  5:41 pm,"Colombo 6, Colombo","150,000","3Rooms-1 Attached and 1Common Bathroom.5th Floor Apartment.1,425 sqftFully Furnished..","36,..IBC Road, Colombo 6",3,2,"1,425 sqft"
12,3 Bed Room New Apartment in Colombo - 6,20 Jul  5:19 pm,"Colombo 6, Colombo","80,000",Brand new apartment off arpico super market wellawatta one car park and lift and 4th floor  land site 200m from gold road wellawatta,"52 , E S Fando mawatha Colombo 6",3,2,"1,260 sqft"
13,3 Br Furnished Apartment in Col-4,20 Jul  5:07 pm,"Colombo 6, Colombo","120,000",Fully furnished 3bed room apartment In de krester place colombo-4 Near ITBC Campass pool and gym One car park,Seagull residents 42 De krester place colombo-4,3,3,"1,450 sqft"
14,Apartment for rent in Colombo 6,12 Jul  1:35 pm,"Colombo 6, Colombo","39,000","AC master bedroom with attached bathroom is available for rent. Fully furnished with wardrobe, dressing table double bed. The room has a nice view of the city and a large balcony. Kitchen is equipped with fridge, stove, kettle and glassware. Lobby is with dining table sofa and TV. It’s the 6th floor apartment with two lifts and one parking slot. Highly secure area and quite close to Havlock city. It’s a 3 bedroom apartment and other two rooms are fitted with bathroom which are occupied. The kitchen and the lobby is shared.",1,1,350 sqft,
15,Apartment For Rent in Dehiwala, 4 Jul  2:47 pm,"Dehiwala, Colombo","90,000",♤Un Furnished Apartment For Rent ☆3 Bed Rooms.☆1 Attach 1 Common Bath Rooms.☆Belcony.☆Hot Water ☆A/C.☆24rs Sequrity.☆2 Lift.🚘1 Parking.🏊Swimming Pool and Gym Available.☜Close To Mosque 🕌,Off Marine Drive Dehiwala,3,2,"1,200 sqft"
16,3 Bedroom in Attach Bathroom - Col 6,20 Jul  4:11 pm,"Colombo 6, Colombo","120,000",GRAND NEW APARTMENT. FULLY FURNISHED APARTMENT WITH AIR CONDITION. 24 HOUR SECURITY WITH PARKING. MAINTENENCE.  NOW AVAILABLE WORRY TO NOW CALL,"42 , 4/2 DE KRESTER  PLACE  COL 06",3,3,"1,560 sqft"
17,Apartment for rent in Colombo 6,20 Jul  4:01 pm,"Colombo 6, Colombo","80,000",3  BED ROOM APARTMENT  COL 06,3,3,"1,260 sqft",
18,1 Bed Room Apartment For Rent - Colombo 06,20 Jul  3:53 pm,"Colombo 6, Colombo","95,000","*Address -	28 Ramakrishna Road Colombo 06*Access - Galle road*Rent - 95000\=*Sqft - 650*Floor- 9*Bedrooms - 1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 month*Advance - 6 month*Facilities - Parking , Lift , Generator, Hot water,24/h",28 Ramakrishna road Colombo 06,1,1,650 sqft
19,3 Bed Room Apartment - Colombo 7,20 Jul  3:52 pm,"Colombo 7, Colombo","225,000","Address -41 Templers Road Mount Lavinia Span Tower*Rent - 225000\=*Sqft - 1500*Bedrooms -3*Bathrooms - 3*Servant Room - 1*Servant Bathroom - 1*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Facilities - Parking , Lift , Generator, Hot water,24/h",25/128 prime residence apartments Bauddaloka mawatha Colombo 7,3,3,"1,500 sqft"
20,3 Bed Room Apartment (APT001523) - Colombo 04,20 Jul  3:46 pm,"Colombo 4, Colombo","155,000","Address - Vishaka Road *Access - Galle road*Rent - 155000\=*Sqft - 1500*Floor- 3*Bedrooms -3*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",28 Vishaka Road Colombo 04,3,2,"1,500 sqft"
21,1 Bed Room Apartment - Dehiwala (APT1522),20 Jul  3:43 pm,"Dehiwala, Colombo","75,000","Address -34 ebanizer place*Access - Galle Road *Rent - 75000\=*Sqft - 700*Floor- 8*Bedrooms -1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Facilities - Parking , Lift , Generator, Hot water,24/h",34 Ebanizer Place Dehiwala,1,1,700 sqft
22,Apartment For Rent In Dehiwala,20 Jul  3:40 pm,"Dehiwala, Colombo","90,000",Brand new 7 the floorNear I'll shopping malls24 ower securityGall road and hospital road 3 months advanced,3,3,"1,500 sqft",
23,3 Bed Room Sea View Apartment (APT001520) Colombo,20 Jul  3:35 pm,"Colombo 3, Colombo","150,000","Address -19 th Lane colombo 03*Access - Galle Road *Rent -150000\=*Sqft - 1500*Floor- 6*Bedrooms -3*Bathrooms - 2*Servant Room - 1*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",19 th lane Colombo 3,3,2,"1,500 sqft"
24,Luxury Apartment For Rent Rajagiriya(1518),20 Jul  3:27 pm,"Rajagiriya, Colombo","200,000","Brief Description of the Property: Located in confines of Rajagiriya, bordering Sri Jayewardenepura Kotte, the apartment is on the 4th Floor of the spectacular luxury apartment complex of Fairway Sky Gardens. It is with close proximity to major civic amenities in the vicinity and hospitals, super markets, restaurants, malls and walking paths.","No. 4E, Fairway Sky Gardens, Perera Mawatha, Kotuwegoda, Rajagiriya",3,2,"1,500 sqft"
25,Apartment For Long Stay - Colombo 04 (APT001514),20 Jul  3:26 pm,"Colombo 4, Colombo","135,000","Address -	17\B Vishaka Road Colombo 04Access - Galle road*Rent - 135000\=*Sqft - 1400*Floor- 6*Bedrooms - 3*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 month*Advance - 6 month*Facilities - Parking , Lift , Generator, Hot water,24/h",17\B Vishaka Road Colombo 04,3,2,"1,400 sqft"
26,3 Room Apartment for Long Stay in Dehiwela(001517),20 Jul  3:26 pm,"Dehiwala, Colombo","100,000","HREE BEDROOM APARTMENT DEHIWALA PETERSON LANE Address: - Northpole Residences, Peterson LaneThis spacious beautiful sea view apartment is located very close to the beach in Peterson Lane, Dehiwela. Its 500 meters from Galle Rd and the Dehiwala Zoo is just 10mins Drive.This modern and spacious apartment consists of 3 Rooms with one attached and one common bathroom, has a large living and dining area, and a fully equipped kitchen. The apartment is Fully Furnished including TV, Washing Machine, Fridge, Ironing, and Microwave. Kitchen is Fully Equipped including Cutleries and Crockeries. Linen also provided------------------------------------------------------------------------------------■ Three Bedroom Apartment. ■ Living and Dining Area. Fully Air conditioned.	■ Free Wi-Fi, Gas, Water and International TV Channels.	■ 24 Hours Security and Parking.	■ Electricity Rs. 50 per unit.	■ Long Term- Rs 100,000+Bill------------------------------------------------------------------------------------Call/Whatsapp/Viber us for more info/to reserve.AKARA APARTMENTS.-Serviced Apartments-Sales & Rental-Property Management.44, Lorenze Rd, COlombo 4.",50 D Peters Lane Dehiwala,3,2,"1,200 sqft"
27,3 Bed Room Apartment for Rent (APT001513) - Kolupitiya,20 Jul  3:25 pm,"Colombo 3, Colombo","195,000","THREE BEDROOM APARTMENT COLOMBO 3 JESIMA APARTMENT (LALSON) Address :- Jesima Apartment, (Behind Lalson)This new apartment is located very close to Galle Rd in Colombo 3. It’s just few minutes walking distance to the beach, mosque and all the amenities including banks, restaurants and shopping. The Central Business District, Kollupitya Market, Liberty Plaza, Majestic City, Galle Face, Fort and Vihara Maha Devi Park all are 5 mins drive from the apartment. This is a perfect location for your holiday or business trip.------------------------------------------------------------------------------------	■ Three Bedroom Apartment. ■ Living and Dining Area. Fully Air conditioned.	■ Free Wi-Fi, Gas, Water and International TV Channels.	■ 24 Hours Security and Parking.	■ Electricity Rs. 50 per unit.	■ Rs.7,500 + Electricity per Day. ------------------------------------------------------------------------------------",415\10 Kolupitiya Colombo 03,3,2,"1,400 sqft"
28,1 Bed Room Apartment For Rent - Colombo 06 (APT001512),20 Jul  3:24 pm,"Colombo 6, Colombo","95,000","*Address -	28 Ramakrishna Road Colombo 06*Access - Galle road*Rent - 95000\=*Sqft - 700*Floor- 9*Bedrooms - 1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 month*Advance - 6 month*Facilities - Parking , Lift , Generator, Hot water,24/h",28 Ramakrishna road Colombo 06,1,1,700 sqft
29,2 Bedroom Upstairs Apartment for Rent in - Wellampitiya,16 Jul 10:54 am,"Wellampitiya, Colombo","35,000","Colombo 6, Recently Built. (2016)","164 Avissawella road, wellampitiya",2,1,"1,100 sqft"
30,Apartment for Rent in Colombo 06 (649 B/1), 2 Jul  1:33 pm,"Colombo 6, Colombo","100,000",Apartment on 6th floor available with three bedrooms and three bathrooms (two attached and one common bathrooms)1800 square feet ,KIRULAPONE,3,3,"1,800 sqft"
31,2 Bed Room Apartment (APT001511) - Dehiwala,20 Jul  3:23 pm,"Dehiwala, Colombo","95,000","Address -winser avanue*Access - Galle road*Rent - 95000*Sqft - 1000*Floor- *Bedrooms -2*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",D Alwis Mawatha Dehiwala,2,2,"1,000 sqft"
32,Ethulkotte - 3 BR Apartment for Rent,16 Jul  2:54 pm,"Kotte, Colombo","85,000","3BR  apartment for rent. First Floor, Two dry bath rooms with hot water.Air conditioned rooms. Parking. CCTV system,  Very close to Ethulkotte junction, Keels , FoodCity, Diyatha walking track.LKR 85000 per month. LKR 350000 refundable deposit.Elevator can be provided on a facility fee.","875/1/1A, Kotte Road, Ethul Kotte",3,2,"2,000 sqft"
33,Brand New Modern Apartment at Thalawathugoda,20 Jul  2:31 pm,"Talawatugoda, Colombo","45,000","A brand new modern apartment equipped with 2  bed rooms (13' x 12' & 12.5' x 10'),  one bathroom, a sitting and dining area,  pantry and a car port  is available for rent.  It is located on a  side road (First turn to left ) on Weli Para,  in lose proximity (walking distance) to  Thalawathugoda Junction, Keels supermarket and other shops. The apartment is designed to capture adequate light and breeze from close by lakes and decorated to modern taste.",2,1,880 sqft,
34,Apartment for Rent in Colombo 8 (753B),20 Jul  2:29 pm,"Colombo 8, Colombo","125,000",Four story buildingOne bedrooms with one attached bathroom900 square feet,FAIRFEILD GARDEN,1,1,900 sqft
35,Apartment for Rent in Colombo 04 (596 B),20 Jul  1:53 pm,"Colombo 4, Colombo","150,000",4th floor with Three Bedrooms and Two attached Bathrooms1050 sqft  ,SEA SIDE,3,2,"1,050 sqft"
36,Apartment For Rent in Havelock City Colombo 5,20 Jul  1:43 pm,"Colombo 5, Colombo","230,000","- 2 bedrooms and 2 bathrooms - maids room and toilet- 1300 sqft- Pantry fitted kitchen with all necessary amenities- Hot water/ Main water- Three (3)phase electricity- Back up electricity ( generators)- Internet access.- Servant room/Servant Toilet with separate access.- One parking slots.- Central gas supply- Breathtaking landscape- Lush green garden- Jogging track, children's play area- Clubhouse with Swimming Pool-Jacuzzi, Squash Court, Gym- Ample parking for visitors- Price is 230,000/- per month",2,2,"1,300 sqft",
37,Short/Long Term Apartment for Rent.- Kohuwala,20 Jul  1:50 pm,"Kohuwala, Colombo","25,000",* 1 Large Bedroom.* Fully Furnished.* Balcony.* Small Kitchen with Utensils.* Hot Water.* Cable TV.* Quite Environment.,Vishnu Kovil Road,1,1,650 sqft
38,Apartment for rent in Colombo 05,20 Jul 12:42 pm,"Colombo 5, Colombo","335,000","- 4 bedrooms and 3 bathrooms - maids room and toilet - 2060 sqft - swimming pool and gym- large garden area, kids play area - clubhouse, food city, cafe area",4,3,"2,060 sqft",
39,Apartment for Rent in Colombo-06,20 Jul 12:12 pm,"Colombo 6, Colombo","110,000","*** NO BROKERS*** New Unfrnished Apartment For Rent.*** Furnished - 150000*** Unfurnished - 100000*** 3 Bed Rooms ( 2 air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** Sea view*** 24 hours Security service*** One Vehicle parking*** Swimming pool*** Nearby masjid, schools, restaurants etc...*** Prefer for Maldivians and locals*** 6-month deposit ( negotiable )*** HALF MONTH AGENT FEE",Wellawatta,3,2,"1,350 sqft"
40,1 Bed Room Apartment For Rent - Colombo 06 (APT001506),20 Jul 10:11 am,"Colombo 6, Colombo","95,000","*Address -	28 Ramakrishna Road  Colombo 06*Access -       Galle road*Rent - 95000\=*Sqft -  650*Floor- 9*Bedrooms - 1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 month*Advance - 6 month*Facilities - Parking , Lift , Generator, Hot water,24/h",28 Ramakrishna road  Colombo 06,1,1,650 sqft
41,Luxury Apartment for Rent Colombo 3,20 Jul  9:58 am,"Colombo 3, Colombo","400,000","luxury apartment for rent 3 Bed room ApartmentCommon Hall, Dining Room, Powder Room & BalconyMaster Bedroom with walk in closet & attached toiletBedroom 3 with attached ToiletSeparate KitchenMaids Room with attached Toilet, balcony & separate EntranceFully Furnished apartmentFollowing Electronics that will be given along with the Apartment 50” LCD TVDialog TV DecoderFitted OwenFitted Cooker with Exhaust on topFixed Dish WasherFixed Washing MachineRefrigeratorMicro WaveBasic cooking utensils. Monthly rent 4 lakh 1 year advance half month broker fees please no brokers",galle road colombo 3,3,3,"2,020 sqft"
42,2 Bed Room Apartment (APT001508) - Dehiwala,20 Jul 10:27 am,"Dehiwala, Colombo","95,000","Address -winser avanue*Access - Galle road*Rent - 95000*Sqft - 1000*Floor- *Bedrooms -2*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",Dehiwala,2,2,"1,000 sqft"
43,Brand New 3 Bed Room Apartment (apt496) - Mount Lavinia,20 Jul 10:31 am,"Mount Lavinia, Colombo","130,000","Address -41Templers Road Mount Lavinia Span Tower*Access - Galle Road *Rent - 130000*Sqft - 1310*Floor- 9*Bedrooms -3*Bathrooms - 2*Servant Room - 1*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",41  Templesrs Road  Mount Lavinia,3,2,"1,310 sqft"
44,Apartments for Rent - Piliyandala (Studio Type), 6 Jul  4:44 am,"Piliyandala, Colombo","25,000",(First read the content carefully & contact us. Genuine & Professional tenants only.No time wasters. Please Call for Seen on appointments),"SIREN TWO, Gangarama road, Wewala, Piliyandala.",1,1,540 sqft
45,Brand New Apartment House for Rent - Wellawatte,20 Jul  3:19 pm,"Colombo 6, Colombo","85,000","	Close to Galle Road	Saranankara Road	3 Bedrooms (Master with Attached Bathroom)	3 Bathrooms	Living Room 	Fully Equipped Kitchen	Balcony	There is easy access to Supermarkets Hospitals, Mosques, Restaurants	Hot Water	Situated on the 6th floor with Car Park	24x7 Security 	Access to Roof Top Available",Grand Residences,3,3,"1,270 sqft"
46,Brand New 3 Bedroom Apartment for rent in Kalubowila,20 Jul  9:10 am,"Dehiwala, Colombo","85,000","2nd FLOOR UNIT, 3 BEDROOM LUXURY APARTMENT AVAILABLE FOR RENT - Brand New Construction - Move in Ready - Centrally Located in Kalubowila - 3 Bedrooms - 2 Bathrooms - AC - Built in Closets - Rent: Rs. 85,000 - Deposit Required for 6 months - No maintenance fee. Please Call or WhatsApp: +94 77 534 0897 for more information or to visit.",3,2,"1,200 sqft",
47,Luxury Furnished Apartment for Rent - Wellawatta,20 Jul  9:05 am,"Colombo 6, Colombo","125,000","3 BedroomsAir Conditioned2 BathroomsServant ToiletLiving RoomFully Equipped KitchenBalcony to all roomsSofa SetRefrigeratorWashing MachineHot Water Car Park24x7 SecurityAccess to roof top availableVery Close to Kalubowila RoadBordering Wellawatte - Colombo – 06-Wimalasiri Road There is easy access to Supermarkets, Hospitals, International Schools, Banquet Halls, Restaurants, Play Grounds,...",Grand Apartments,3,3,"1,500 sqft"
48,Brand New Apartment for Rent - Wellewatta,20 Jul  9:02 am,"Colombo 6, Colombo","85,000","Brand New 3 BED ROOMS 1500 Square Feet apartment house for rent in Saranankara Road ***Hot water Close to Galle Road***There is easy access to Supermarkets, Hospitals, Cinemas, Restaurants, ... ***Situated on the 6th floor with car park***Security 24x7 hrs***Access to roof top available***• 3 bedrooms (master with attached bathroom)***• 2 bathrooms***• Living Room***• Kitchen***Servant Room***Servant Bath Room• balcony for all rooms and Living Rooms",Grand Residence,3,3,"1,485 sqft"
49,Apartment with Nice View for rent in Colombo 6,19 Jul  9:36 am,"Colombo 6, Colombo","95,000",Address -10 Ramakrishna Road Colombo 6	,"Ramakrishna Road, Colombo 6",1,1,750 sqft
50,Brand New Apartment Rent Wellawatte,20 Jul  9:00 am,"Colombo 6, Colombo","95,000","Brand New 3 BED ROOMS 1270 Square Feet apartment house for rent in Kalubowila***Hot water Close to Galle Road***There is easy access to Supermarkets, Hospitals, Cinemas, Restaurants, ... ***Situated on the 6th floor with car park***Security 24x7 hrs***Access to roof top available***• 3 bedrooms (master with attached bathroom)***• 2 bathrooms***• Living Room***• Kitchen***Servant Bath Room• balcony for all rooms and Living Room",grand apartments,3,2,"1,270 sqft"
51,Brand New Luxury Apartment Rent In Dehiwala,20 Jul  8:49 am,"Dehiwala, Colombo","85,000",3 bedroom 3 bathroom one attached one common one servant large hall modern kitchen floor tiled 9th floor brand new master bedroom with attached bathroom and air condition 6 month advanced agent fee half month,zoo road dehiwala,3,3,"1,200 sqft"
52,New Luxury Apartment for Rent - Colombo 4,20 Jul  8:24 am,"Colombo 4, Colombo","180,000",3 bedroom 2 bathroom hall kitchen fully tiled car park 6th floor fully furnished fully air condition swimming pool gym 24 hour security close to Galle road and Marine Drive 3 month advance agent fee half month,have road Colombo 4,3,3,"1,350 sqft"
53,Luxury Apartment For Rent In Dehiwala,20 Jul  8:22 am,"Dehiwala, Colombo","76,000",Two large bedroom large hall two bathroom one attach one common two room with air condition balconies fully furnished 4th floor close to to day Bridge college and gateway college 5 month advance agent fee half month,pepiliyana road bellantara,2,2,"1,100 sqft"
54,Luxury Apartment in Near ICBT Campus Col4 for rent,20 Jul  8:21 am,"Colombo 4, Colombo","126,000",2 bedroom 2 bathroom hall kitchen fully tied car park 6th floor very very close to icbt campus 24 hour security swimming pool gym lift service very close to Galle Road also six month advance agent fee half month,near icbt campus col4,2,2,"1,100 sqft"
55,"A Brand New Apartment for Rent - Dehiwela, Kalubowila",20 Jul  1:58 pm,"Dehiwala, Colombo","80,000","Brand new apartment (5 units)  for rent at 30/64A, De Silva cross road, Kalubowila , Dehiwela  adjoining  Kalubowila teaching Hospital, walking distance to international schools, supermarkets and all lifestyle facilities. Suitable for Doctors, hospital staff, expatriates students. Each unit consist the following....","30/64A, De Silva cross road, Kalubowila , Dehiwela",3,3,8 sqft
56,Apartment for Rent in Nugegoda,20 Jul 11:32 am,"Nugegoda, Colombo","57,500",Apartment for Rent in 1st Floor,"""Nelum Court"" 75 Kandewatta Road, Nugegoda",3,3,"1,272 sqft"
57,Brand New Short Term Luxury Apartment for Rent - Nugegoda,18 Jul 12:49 pm,"Nawala, Colombo","4,800",Minimum rental Period has to be two weeks,"155A, Bird Park Residencies, Quarry Road, Nugegoda, Sri Jayawardenapura kotte.",2,2,"1,200 sqft"
58,Furnished Apartment for Rent in Dehiwala,20 Jul  7:39 am,"Dehiwala, Colombo","81,000",3 bedroom 2 bathroom lodge hall modern kitchen fully tiled fully furnished 2room with a/c 3rd floor very close to galle road land side 6 month advanced agent fee half month,Athapattu road dehiwala,3,2,"1,350 sqft"
59,Fully Furnished Luxury Apartment for Rent in Colombo 4,20 Jul  7:37 am,"Colombo 4, Colombo","145,000","3 bedroom 3 bathroom large hall modern kitchen fully tiled 6th floor fully furnished master bedroom with air condition servant room with bathroom, 24 hour security lift service 6 month advance. AGENT FEE HALF MONTH.",Kingros avenue col 4,3,3,"1,500 sqft"
60,Brand New Apartment for Rent in The Heart of Nugegoda,20 Jul  7:14 am,"Nugegoda, Colombo","120,000",Ref: C7-0031,Nugegoda,3,2,"1,300 sqft"
61,New Luxury Apartment for Rent in Mt Lavinia,20 Jul  7:07 am,"Mount Lavinia, Colombo","88,000","3 bed room,3 bath room, large Hall, modern kitchen,5th floor, servant room with bath room, close to galle road and nasjudh,24 hours 6, lift service,car park,6 months advance. AGENT FEE HALF MONTHS.",Facing watrapola road Mt Lavinia,3,3,"1,500 sqft"
62,Brand New Apartment in Mt Lavinia for Rent,20 Jul  7:06 am,"Mount Lavinia, Colombo","90,000",3 bedroom 2 bathroom large hall modern kitchen fully tiled 3rd floor very close to galle road car parking 24 hour security  lift service 6 month advanced agent fee half month,Near galle road Mt Lavinia,3,2,"1,200 sqft"
63,Apartment for Rent at Edmonton Heights Colombo - 05,20 Jul 11:18 am,"Colombo 5, Colombo","150,000",4 Bed Room luxury apartment (New) For Rent (constructed by Nawaloka Group),"Baseline Road, Colombo 5.",4,3,"1,500 sqft"
64,3 Bedroom Apartment - Colombo 06,19 Jul  9:51 pm,"Colombo 6, Colombo","145,000",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security,3,2,"1,100 sqft",
65,2 Bed Apartment For Rent - Battaramulla,19 Jul  3:02 pm,"Battaramulla, Colombo","65,000","Unfurnished apartment in Ambassador residencies (electricity board road), Battaramulla-Kitchen with fitted pantry (stove included)-2 bed rooms with AC",912/2 Pannipitiya Road,2,2,"1,000 sqft"
66,3BR Apartment For Rent - Rajagiriya,19 Jul  2:56 pm,"Rajagiriya, Colombo","190,000","3 Bedrooms2 Attach and 1 Common BathroomsServant Room and Servant Bathroom1680 Square FeetUnfurnishedMini Super Market, Kitties Play Area, Restaurant, Walking Distance To McDonald's And Rajagiriya Junction.","Parliment Road, Rajagiriya",3,3,"1,680 sqft"
67,3BR UF Apartment | Colombo 7 - Horton Tower For Rent,19 Jul  1:50 pm,"Colombo 7, Colombo","120,000",3 bedrooms and 2 bathrooms maids room and toilet 1500 sqft ,Horton Place,3,2,"1,500 sqft"
68,Fully Furnished 3 Bed Room Apartment in Wellawatte,19 Jul  1:02 pm,"Colombo 6, Colombo","90,000",Fully furnished apartment in the second floorkitchen with fitted pantry3 bedrooms and 2 bathroomsMaster bedroom with attached bathroom with hot watercommon bathroom for other 2 roomsbalconies for two bedroomscar parking24 hours security and liftDecent neighborhood with calm and quiet environment,Nelson Place,3,2,"1,000 sqft"
69,Apartment For Rent in Dehiwala,19 Jul 11:56 am,"Dehiwala, Colombo","70,000","♤Un Furnished Apartment For Rent ☆2 Bed Rooms ☆2 Bath Rooms ☆24rs Sequrity.☆1 Parking.☛85,000 Rs For Maintenance Charge.🏊Swimming Pool Available",Off Marine Drive Dehiwala,2,2,900 sqft
