,0,1,2,3,4,5,6,7,8
38,Apartment for rent in Colombo 05,20 Jul 12:42 pm,"Colombo 5, Colombo","335,000","- 4 bedrooms and 3 bathrooms - maids room and toilet - 2060 sqft - swimming pool and gym- large garden area, kids play area - clubhouse, food city, cafe area",4,3,"2,060 sqft",
39,Apartment for Rent in Colombo-06,20 Jul 12:12 pm,"Colombo 6, Colombo","110,000","*** NO BROKERS*** New Unfrnished Apartment For Rent.*** Furnished - 150000*** Unfurnished - 100000*** 3 Bed Rooms ( 2 air-condition )*** 2 Bath Rooms ( 1 attached, 1 common bathroom )*** Sea view*** 24 hours Security service*** One Vehicle parking*** Swimming pool*** Nearby masjid, schools, restaurants etc...*** Prefer for Maldivians and locals*** 6-month deposit ( negotiable )*** HALF MONTH AGENT FEE",Wellawatta,3,2,"1,350 sqft"
40,1 Bed Room Apartment For Rent - Colombo 06 (APT001506),20 Jul 10:11 am,"Colombo 6, Colombo","95,000","*Address -	28 Ramakrishna Road  Colombo 06*Access -       Galle road*Rent - 95000\=*Sqft -  650*Floor- 9*Bedrooms - 1*Bathrooms - 1*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 month*Advance - 6 month*Facilities - Parking , Lift , Generator, Hot water,24/h",28 Ramakrishna road  Colombo 06,1,1,650 sqft
41,Luxury Apartment for Rent Colombo 3,20 Jul  9:58 am,"Colombo 3, Colombo","400,000","luxury apartment for rent 3 Bed room ApartmentCommon Hall, Dining Room, Powder Room & BalconyMaster Bedroom with walk in closet & attached toiletBedroom 3 with attached ToiletSeparate KitchenMaids Room with attached Toilet, balcony & separate EntranceFully Furnished apartmentFollowing Electronics that will be given along with the Apartment 50” LCD TVDialog TV DecoderFitted OwenFitted Cooker with Exhaust on topFixed Dish WasherFixed Washing MachineRefrigeratorMicro WaveBasic cooking utensils. Monthly rent 4 lakh 1 year advance half month broker fees please no brokers",galle road colombo 3,3,3,"2,020 sqft"
42,2 Bed Room Apartment (APT001508) - Dehiwala,20 Jul 10:27 am,"Dehiwala, Colombo","95,000","Address -winser avanue*Access - Galle road*Rent - 95000*Sqft - 1000*Floor- *Bedrooms -2*Bathrooms - 2*Servant Room - no*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",Dehiwala,2,2,"1,000 sqft"
43,Brand New 3 Bed Room Apartment (apt496) - Mount Lavinia,20 Jul 10:31 am,"Mount Lavinia, Colombo","130,000","Address -41Templers Road Mount Lavinia Span Tower*Access - Galle Road *Rent - 130000*Sqft - 1310*Floor- 9*Bedrooms -3*Bathrooms - 2*Servant Room - 1*Servant Bathroom - no*Property type - Apartment*Dedicated Entertainment Space for Children/Family on Roof Top.*Surrounded by food,restaurants,markets,cloth shops,jeweller shops,banks,foreign currency exchange centers,cinema theaters,mosques,medical clinics & fashion houses. *Refundable Deposit - 1 Month *Advance - 6 Month*Facilities - Parking , Lift , Generator, Hot water,24/h",41  Templesrs Road  Mount Lavinia,3,2,"1,310 sqft"
44,Apartments for Rent - Piliyandala (Studio Type), 6 Jul  4:44 am,"Piliyandala, Colombo","25,000",(First read the content carefully & contact us. Genuine & Professional tenants only.No time wasters. Please Call for Seen on appointments),"SIREN TWO, Gangarama road, Wewala, Piliyandala.",1,1,540 sqft
45,Brand New Apartment House for Rent - Wellawatte,20 Jul  3:19 pm,"Colombo 6, Colombo","85,000","	Close to Galle Road	Saranankara Road	3 Bedrooms (Master with Attached Bathroom)	3 Bathrooms	Living Room 	Fully Equipped Kitchen	Balcony	There is easy access to Supermarkets Hospitals, Mosques, Restaurants	Hot Water	Situated on the 6th floor with Car Park	24x7 Security 	Access to Roof Top Available",Grand Residences,3,3,"1,270 sqft"
46,Brand New 3 Bedroom Apartment for rent in Kalubowila,20 Jul  9:10 am,"Dehiwala, Colombo","85,000","2nd FLOOR UNIT, 3 BEDROOM LUXURY APARTMENT AVAILABLE FOR RENT - Brand New Construction - Move in Ready - Centrally Located in Kalubowila - 3 Bedrooms - 2 Bathrooms - AC - Built in Closets - Rent: Rs. 85,000 - Deposit Required for 6 months - No maintenance fee. Please Call or WhatsApp: +94 77 534 0897 for more information or to visit.",3,2,"1,200 sqft",
47,Luxury Furnished Apartment for Rent - Wellawatta,20 Jul  9:05 am,"Colombo 6, Colombo","125,000","3 BedroomsAir Conditioned2 BathroomsServant ToiletLiving RoomFully Equipped KitchenBalcony to all roomsSofa SetRefrigeratorWashing MachineHot Water Car Park24x7 SecurityAccess to roof top availableVery Close to Kalubowila RoadBordering Wellawatte - Colombo – 06-Wimalasiri Road There is easy access to Supermarkets, Hospitals, International Schools, Banquet Halls, Restaurants, Play Grounds,...",Grand Apartments,3,3,"1,500 sqft"
